,parkmeter_id,user_type,payment_method,amount,duration_hours,parking_start,parking_end,parkmeter_address,arrondissement,system,residential_area,hourly_rate,parkmeter_coordinates
4708870,90410102,Rotatif,CB,5.4,1.5,2014-09-05 18:36:38,2014-09-05 20:06:38,7 vis-à-vis RUE SOUFFLOT,5,MIX,5H,4.0,"48.8468319998, 2.34387099963"
12902710,27680103,Rotatif,CB,2.4,1.0,2014-12-03 10:39:08,2014-12-03 11:39:08,9 RUE DES DEUX GARES,10,MIX,10G,4.0,"48.8784009996, 2.35698900056"
17128954,86330102,Résident,Paris Carte,2.24,34.46,2014-03-01 18:55:46,2014-10-01 19:55:46,12 RUE SAINT HIPPOLYTE,13,MIX,13H,2.4,"48.8360809998, 2.34766199981"
12055913,41100401,Résident,Paris Carte,0.65,10.0,2014-05-06 10:48:19,2014-05-06 21:00:00,27 AVENUE GEORGE V,8,MIX,8E,4.0,"48.8678520004, 2.30087899964"
3710479,82890501,Rotatif,Paris Carte,4.3,1.79,2014-06-30 13:14:50,2014-06-30 15:02:20,47 RUE DE ROCHECHOUART,9,ROT,9F,4.0,"48.8790579999, 2.34544300037"
12276903,89150201,Rotatif,CB,7.2,2.0,2014-03-19 13:48:59,2014-03-19 15:48:59,0 AVENUE DE SELVES,8,ROT,8E,4.0,"48.8675329999, 2.31165899962"
19465458,58120202,Rotatif,CB,2.4,2.0,2014-11-28 15:12:48,2014-11-28 17:12:48,0 RUE LOUIS VICAT,15,MIX,15U,2.4,"48.8267300004, 2.29407300032"
152124,17900202,Rotatif,Paris Carte,0.3,0.25,2014-08-09 10:08:50,2014-08-09 11:15:00,6 RUE CHARDON LAGACHE,16,MIX,16V,2.4,"48.8464989997, 2.26795399957"
23621823,54562101,Rotatif,CB,2.4,2.0,2014-06-10 10:52:44,2014-06-10 13:00:00,249 RUE LECOURBE,15,MIX,15V,2.4,"48.839051, 2.29132699963"
18185980,97350202,Rotatif,CB,1.2,1.0,2014-03-12 11:10:53,2014-03-12 12:10:53,24 RUE DE VICHY,15,MIX,15T,2.4,"48.8336789997, 2.29447100055"
24105716,36960705,Rotatif,CB,2.4,1.0,2014-09-29 12:47:28,2014-09-29 13:47:28,27 AVENUE FOCH,16,MIX,16F,2.4,"48.872541, 2.28808500059"
388683,47980302,Rotatif,Paris Carte,1.2,0.5,2014-05-09 18:08:32,2014-05-09 18:38:32,38 RUE JACQUES LOUVEL TESSIER,10,MIX,10E,4.0,"48.8716329998, 2.37160099948"
6068393,64010301,Rotatif,CB,0.9,0.75,2014-02-18 14:39:31,2014-02-18 15:24:31,19 RUE DES MOINES,17,ROT,17R,2.4,"48.8884809997, 2.3189630001"
14164206,2930201,Rotatif,CB,2.4,2.0,2014-02-13 13:46:11,2014-02-13 15:46:11,11 RUE DES AMIRAUX,18,MIX,18M,2.4,"48.8944029996, 2.35148899982"
16737187,43760201,Résident,CB,3.25,50.0,2014-12-14 19:40:25,2014-12-19 20:00:00,1 bis RUE GUERSANT,17,MIX,17F,2.4,"48.8798759999, 2.29090600064"
11152311,89270105,Résident,Paris Carte,3.25,50.0,2014-04-02 09:51:35,2014-10-02 21:00:00,31 RUE DU SERGENT BAUCHAT,12,MIX,12H,2.4,"48.8451190002, 2.39201700035"
5892385,42430103,Rotatif,Paris Carte,2.4,2.0,2014-02-14 10:22:36,2014-02-14 12:22:36,11 AVENUE GOURGAUD,17,MIX,17N,2.4,"48.8863950002, 2.29726600052"
1759213,99330601,Rotatif,Paris Carte,1.2,0.5,2014-07-08 13:10:17,2014-07-08 13:40:17,35 AVENUE DE WAGRAM,17,ROT,17E,2.4,"48.8766729998, 2.29694000009"
741005,20301,Rotatif,Paris Carte,1.8,0.5,2014-10-09 17:43:48,2014-10-09 18:13:48,9 RUE DE L ABBAYE,6,MIX,6E,4.0,"48.8541990002, 2.33470999949"
17281478,95272202,Rotatif,CB,7.2,2.0,2014-12-23 13:47:13,2014-12-23 15:47:13,184 RUE DE L UNIVERSITE,7,MIX,7G,4.0,"48.8612200002, 2.30319400054"
3873165,68600502,Rotatif,CB,7.2,2.0,2014-03-28 13:17:29,2014-03-28 15:17:29,2 AVENUE DE L OBSERVATOIRE,6,MIX,6G,4.0,"48.8439769996, 2.33637300019"
4910248,34460101,Rotatif,Paris Carte,0.9,0.25,2014-06-19 18:39:38,2014-06-19 18:54:38,5 RUE EULER,8,MIX,8F,4.0,"48.8709280003, 2.29888599943"
7867139,55860101,Rotatif,CB,3.6,1.5,2014-04-16 13:36:54,2014-04-16 15:06:54,5 RUE LEOPOLD ROBERT,14,MIX,14P,2.4,"48.8410039996, 2.33101200053"
712969,87350105,Rotatif,CB,2.7,0.75,2014-05-09 12:07:37,2014-05-09 12:52:37,17 RUE SAINT PLACIDE,6,ROT,6F,4.0,"48.8491500001, 2.32539199972"
15640732,99960202,Rotatif,CB,2.4,2.0,2014-01-20 10:08:58,2014-01-20 12:08:58,49 vis-à-vis BOULEVARD DE LA ZONE,13,MIX,13N,2.4,"48.8182639999, 2.36991499939"
5878486,56010102,Rotatif,Paris Carte,0.9,0.75,2014-04-16 16:11:16,2014-04-16 16:56:16,10 RUE LERICHE,15,MIX,15T,2.4,"48.8354129999, 2.29455999951"
10148513,64010608,Rotatif,Paris Carte,1.2,1.0,2014-04-24 15:16:33,2014-04-24 16:16:33,92 RUE DES MOINES,17,MIX,17S,2.4,"48.8916340001, 2.32197899982"
15613330,5030701,Rotatif,Paris Carte,2.4,2.0,2014-10-03 17:08:11,2014-10-03 19:08:11,75 RUE DE L ASSOMPTION,16,MIX,16S,2.4,"48.8552949999, 2.26701100035"
6677905,20700101,Résident,Paris Carte,3.25,50.0,2014-09-02 20:16:36,2014-02-14 20:00:00,23 terre-plein PLACE CLAUDE FRANCOIS,16,MIX,16V,2.4,"48.8408710002, 2.26495700052"
22547061,16920204,Rotatif,Paris Carte,4.8,2.0,2014-10-15 16:02:54,2014-10-15 18:02:54,30 RUE CHALIGNY,12,MIX,12G,2.4,"48.8482879999, 2.38415800018"
1782574,60230101,Rotatif,CB,0.9,0.25,2014-07-21 11:20:05,2014-07-21 11:35:05,14 RUE CUVIER,5,MIX,5G,4.0,"48.8443614501, 2.3560184896"
21034032,66750401,Résident,Paris Carte,3.25,50.0,2014-02-11 14:38:34,2014-07-11 21:00:00,43 RUE DE NAPLES,8,MIX,8K,4.0,"48.87921, 2.31655100019"
2858179,39920205,Rotatif,Paris Carte,2.1,1.75,2014-07-18 13:47:12,2014-07-18 15:32:12,47 RUE GAUTHEY,17,MIX,17S,2.4,"48.893355, 2.32176599955"
16413079,96280101,Rotatif,CB,1.2,1.0,2014-12-23 11:40:28,2014-12-23 12:40:28,3 RUE VAUVENARGUES,18,MIX,18P,2.4,"48.8921000002, 2.33449199941"
2588076,93372702,Rotatif,Paris Carte,2.4,2.0,2014-07-30 02:33:31,2014-07-30 13:00:00,228 RUE DE TOLBIAC,13,ROT,13G,2.4,"48.826147, 2.34454600049"
16932867,52330105,Résident,Paris Carte,0.65,10.0,2014-07-01 19:41:02,2014-08-01 19:41:02,21 RUE LACRETELLE,15,MIX,15T,2.4,"48.833081, 2.29188799967"
1972100,17900501,Résident,Paris Carte,0.65,10.0,2014-07-25 10:06:48,2014-07-25 21:00:00,57 RUE CHARDON LAGACHE,16,MIX,16V,2.4,"48.8424970004, 2.26459900003"
16075894,27900102,Résident,Paris Carte,0.65,10.0,2014-01-20 19:40:22,2014-01-21 19:40:22,4 RUE DIARD,18,MIX,18N,2.4,"48.8909029997, 2.34140899938"
24167383,21570501,Rotatif,Paris Carte,2.4,2.0,2014-09-25 10:43:25,2014-09-25 13:00:00,55 RUE DES CLOYS,18,ROT,18N,2.4,"48.893162, 2.33742800046"
19952588,43450402,Rotatif,CB,1.8,1.5,2014-11-13 15:39:45,2014-11-13 17:09:45,30 RUE GROS,16,MIX,16T,2.4,"48.8513359997, 2.27518699937"
14975996,41820102,Rotatif,CB,4.8,2.0,2014-01-24 10:33:18,2014-01-24 12:33:18,6 RUE GIFFARD,13,MIX,13K,2.4,"48.8375989997, 2.37255500031"
3413845,23020102,Rotatif,CB,1.8,1.5,2014-07-18 11:51:59,2014-07-18 13:21:59,6 RUE DU CONVENTIONNEL CHIAPPE,13,MIX,13E,2.4,"48.8187819998, 2.3631690006"
389972,53340203,Rotatif,Paris Carte,2.4,1.0,2014-09-17 13:12:03,2014-09-17 14:12:03,28 vis-à-vis RUE DU LAOS,15,MIX,15F,2.4,"48.8490949999, 2.30137399961"
17988916,20940302,Résident,Paris Carte,0.65,10.0,2014-08-12 20:31:41,2014-09-12 20:31:41,32 RUE DE LA CLEF,5,MIX,5G,4.0,"48.8414379998, 2.35269499946"
15733791,14730102,Résident,CB,0.65,10.0,2014-01-14 19:38:49,2014-01-15 19:38:49,14 RUE DE CAMPO FORMIO,13,MIX,13K,2.4,"48.8341229996, 2.3605140004"
13271524,47240101,Rotatif,CB,1.5,1.25,2014-04-23 17:52:29,2014-04-23 19:07:29,17 RUE DE L INTERNE LOEB,13,MIX,13M,2.4,"48.8224509998, 2.3541929999"
6888691,61760803,Rotatif,CB,7.2,2.0,2014-04-25 14:16:23,2014-04-25 16:16:23,57 RUE DES MATHURINS,8,MIX,8H,4.0,"48.873429, 2.32149300047"
20677996,8380301,Rotatif,Paris Carte,0.6,0.5,2014-05-11 18:32:17,2014-05-11 19:02:17,67 RUE BELLIARD,18,MIX,18S,2.4,"48.8973259999, 2.34319500022"
21738454,14050101,Rotatif,Paris Carte,2.4,2.0,2014-10-23 14:51:14,2014-10-23 16:51:00,19 RUE CACHEUX,13,MIX,13E,2.4,"48.820515, 2.34618800055"
20501086,40720101,Résident,Paris Carte,0.65,10.0,2014-11-24 19:50:53,2014-11-25 19:50:53,1 AVENUE DU GENERAL MESSIMY,12,MIX,12N,2.4,"48.8377439998, 2.40982900057"
778055,1240103,Résident,Paris Carte,3.25,50.0,2014-09-15 11:49:32,2014-09-22 11:49:32,16 vis-à-vis COURS ALBERT 1ER,8,MIX,8E,4.0,"48.8648330004, 2.30805899973"
9694295,95080105,Résident,Paris Carte,3.25,50.0,2014-04-28 21:04:07,2014-06-05 21:00:00,29 RUE TURGOT,9,MIX,9F,4.0,"48.8811889996, 2.34483899954"
369571,46700102,Rotatif,Paris Carte,2.2,0.61,2014-03-09 18:34:31,2014-03-09 19:18:41,2 RUE DE L HOTEL SAINT PAUL,4,MIX,34F,4.0,"48.8539350002, 2.36350299938"
3280714,25340804,Rotatif,Paris Carte,1.2,1.0,2014-06-26 12:09:14,2014-06-26 13:09:14,124 RUE DAMREMONT,18,ROT,18P,2.4,"48.8947459997, 2.33724700044"
22502642,65510103,Rotatif,CB,2.4,2.0,2014-10-14 12:53:01,2014-10-14 14:53:01,11 RUE MORERE,14,MIX,14F,2.4,"48.8246070001, 2.3220690005"
19901195,52770102,Résident,Paris Carte,3.25,50.0,2014-11-30 19:33:18,2014-05-12 21:00:00,10 RUE LALANDE,14,MIX,14L,2.4,"48.8347679996, 2.32866800047"
804905,98500106,Rotatif,Paris Carte,2.4,2.0,2014-01-09 15:16:05,2014-01-09 17:16:05,20 COURS DE VINCENNES,12,ROT,12R,2.4,"48.8475970004, 2.4008390001"
12563833,57640102,Résident,Paris Carte,3.25,50.0,2014-02-23 14:39:43,2014-02-28 20:00:00,4 RUE LOUIS BLANC,10,MIX,10E,4.0,"48.878952, 2.36924500049"
5597790,82081101,Rotatif,Paris Carte,0.6,0.25,2014-04-14 17:50:10,2014-04-14 18:05:10,61 terre-plein BOULEVARD RICHARD LENOIR,11,MIX,11G,4.0,"48.8599420001, 2.37205899985"
22916100,98530503,Rotatif,Paris Carte,4.8,2.0,2014-10-13 16:39:04,2014-10-13 18:39:04,91 vis-à-vis BOULEVARD VINCENT AURIOL,13,ROT,13R,2.4,"48.8341950002, 2.3665160005"
5809520,62630402,Rotatif,Paris Carte,2.4,2.0,2014-12-05 09:22:58,2014-12-05 12:00:00,14 RUE MENDELSSOHN,20,MIX,20J,2.4,"48.8546410003, 2.41199200001"
23092115,19240201,Rotatif,CB,4.8,2.0,2014-03-10 09:48:11,2014-03-10 12:00:00,23 RUE DU CHATEAU LANDON,10,MIX,10G,4.0,"48.8812740003, 2.36265800054"
6696409,14030204,Rotatif,Paris Carte,0.3,0.25,2014-11-04 10:07:30,2014-11-04 10:22:30,40 RUE CABANIS,14,MIX,14H,2.4,"48.8304339997, 2.33746300041"
9141257,37410204,Résident,Paris Carte,0.65,10.0,2014-04-30 03:31:07,2014-04-30 21:00:00,20 BOULEVARD DU FORT DE VAUX,17,MIX,17M,2.4,"48.8927470002, 2.30151300016"
23106464,30980303,Rotatif,Paris Carte,4.2,1.17,2014-03-10 09:35:31,2014-03-10 11:10:00,15 RUE DES ECOLES,5,MIX,5J,4.0,"48.8477550004, 2.35140600057"
9895623,58440402,Résident,Paris Carte,3.25,50.0,2014-04-27 23:02:09,2014-05-05 21:00:00,44 RUE LUCIEN SAMPAIX,10,MIX,10F,4.0,"48.8733679998, 2.36175000027"
23678545,32370101,Rotatif,Paris Carte,2.4,2.0,2014-09-26 08:58:04,2014-09-26 13:00:00,3 PLACE EMILE LANDRIN,20,MIX,20L,2.4,"48.8639619996, 2.40025399999"
13589789,81490802,Rotatif,CB,2.4,2.0,2014-02-27 11:02:57,2014-02-27 13:02:57,64 RUE RENNEQUIN,17,MIX,17G,2.4,"48.8841919998, 2.29476199992"
11033525,74010505,Rotatif,Paris Carte,2.4,1.0,2014-11-03 10:20:13,2014-11-03 11:20:13,15 BOULEVARD DE PICPUS,12,MIX,12P,2.4,"48.8417370002, 2.40078900062"
6442936,86450103,Rotatif,CB,1.2,0.5,2014-05-13 12:39:46,2014-05-13 13:09:46,25 terre-plein BOULEVARD SAINT JACQUES,14,MIX,14H,2.4,"48.8321050001, 2.33958900042"
12938250,96611402,Rotatif,Paris Carte,0.6,0.5,2014-03-03 10:29:13,2014-03-03 10:59:13,174 RUE VERCINGETORIX,14,MIX,14K,2.4,"48.8314450004, 2.30911600001"
14895611,24941406,Résident,Paris Carte,1.5,23.08,2014-02-12 20:10:18,2014-09-12 21:00:00,104 RUE CURIAL,19,MIX,19E,2.4,"48.8962620003, 2.37767800017"
13963548,10090202,Rotatif,Paris Carte,4.8,2.0,2014-02-27 08:27:17,2014-02-27 12:00:00,44 RUE BLANCHE,9,ROT,9E,4.0,"48.8793149998, 2.33147299992"
23217720,42140102,Résident,Paris Carte,3.25,50.0,2014-06-10 11:08:52,2014-10-13 11:08:52,4 RUE GOBERT,11,MIX,11K,4.0,"48.8555590002, 2.38232500047"
7225414,80410402,Rotatif,CB,7.2,2.0,2014-05-20 10:45:06,2014-05-20 13:00:00,12 AVENUE RAPP,7,MIX,7E,4.0,"48.8602030004, 2.30079800023"
14159612,15560402,Résident,CB,3.25,50.0,2014-08-12 10:25:32,2014-12-12 20:00:00,28 AVENUE CARNOT,17,MIX,17E,2.4,"48.8769289998, 2.29250600027"
9781872,11190501,Rotatif,Paris Carte,6.3,1.75,2014-01-04 17:53:07,2014-01-04 19:38:07,39 AVENUE BOSQUET,7,MIX,7J,4.0,"48.8586529997, 2.30369399955"
19566977,54731603,Rotatif,CB,0.9,0.75,2014-11-28 13:36:32,2014-11-28 14:21:32,109 RUE LEGENDRE,17,ROT,17R,2.4,"48.8887129996, 2.32190499985"
16487932,56920102,Rotatif,Paris Carte,3.2,0.89,2014-01-13 11:10:36,2014-01-13 12:03:56,8 RUE LINCOLN,8,MIX,8F,4.0,"48.8701059999, 2.30276199951"
6331084,97190102,Rotatif,CB,1.8,0.5,2014-03-06 18:11:05,2014-03-06 18:41:05,8 RUE VESALE,5,MIX,5F,4.0,"48.8382820002, 2.35328600027"
16347205,88090201,Rotatif,Paris Carte,0.6,0.25,2014-01-31 11:23:24,2014-01-31 11:38:24,31 RUE DE LA SANTE,13,MIX,13H,2.4,"48.8358149997, 2.34180599958"
24137028,16920210,Rotatif,Paris Carte,4.8,2.0,2014-09-25 14:04:06,2014-09-25 16:04:06,44 RUE CHALIGNY,12,MIX,12G,2.4,"48.8497090004, 2.38443200066"
3015309,68600702,Rotatif,CB,2.7,0.75,2014-07-16 10:49:01,2014-07-16 11:45:00,10 AVENUE DE L OBSERVATOIRE,6,MIX,6G,4.0,"48.8417990004, 2.33625399995"
12702569,86941902,Rotatif,CB,7.2,2.0,2014-03-03 08:11:58,2014-03-03 12:00:00,245 terre-plein vis-à-vis RUE SAINT MARTIN,3,ROT,3E,4.0,"48.8657160003, 2.3535810004"
18059140,52920201,Résident,Paris Carte,0.65,10.0,2014-11-17 12:59:15,2014-11-18 12:59:15,7 terre-plein central SQUARE LAMARTINE,16,MIX,16L,2.4,"48.8649010003, 2.27527900067"
8948306,23870302,Rotatif,Paris Carte,1.8,0.5,2014-05-06 18:44:05,2014-05-06 19:14:05,12 bis RUE DE COURCELLES,8,MIX,8J,4.0,"48.8735810003, 2.31101200062"
13071158,56010102,Résident,Paris Carte,3.25,50.0,2014-10-02 20:38:57,2014-02-17 19:38:57,10 RUE LERICHE,15,MIX,15T,2.4,"48.8354129999, 2.29455999951"
5991771,85130201,Résident,CB,0.65,10.0,2014-05-26 11:09:25,2014-05-27 11:09:25,9 RUE SAINT CHARLES,15,MIX,15M,2.4,"48.851224, 2.28965800049"
7557201,42110202,Rotatif,CB,2.4,1.0,2014-09-07 12:59:27,2014-09-07 13:59:27,16 RUE DES GOBELINS,13,MIX,13J,2.4,"48.8359329997, 2.35112200018"
11434637,96242502,Rotatif,Paris Carte,4.8,2.0,2014-03-27 14:23:48,2014-03-27 16:23:48,154 RUE DE VAUGIRARD,15,ROT,15H,2.4,"48.8435510004, 2.31436399971"
8759085,52940101,Rotatif,CB,2.4,2.0,2014-07-05 10:43:22,2014-07-05 13:00:00,6 vis-à-vis AVENUE DE LAMBALLE,16,MIX,16P,2.4,"48.8544680003, 2.28267300031"
23136542,12550303,Rotatif,CB,1.2,1.0,2014-10-10 13:23:41,2014-10-10 14:23:41,41 RUE BRANCION,15,MIX,15S,2.4,"48.8337959998, 2.30448400001"
22746618,84360101,Rotatif,CB,2.4,2.0,2014-10-13 15:45:45,2014-10-13 17:45:45,7 RUE DU RUISSEAU,18,MIX,18N,2.4,"48.8920059998, 2.33977799951"
23261657,16900203,Résident,Paris Carte,3.25,50.0,2014-09-22 16:33:44,2014-09-29 16:33:44,9 RUE CHALGRIN,16,MIX,16E,2.4,"48.8743710003, 2.28843900053"
21841413,32010401,Rotatif,Paris Carte,0.9,0.75,2014-10-23 20:20:09,2014-10-24 11:05:00,48 vis-à-vis RUE EMERIAU,15,MIX,15M,2.4,"48.8490880004, 2.28574000021"
15424122,42710803,Rotatif,CB,1.8,0.75,2014-01-24 14:59:00,2014-01-24 15:44:00,83 AVENUE DE LA GRANDE ARMEE,16,ROT,16E,2.4,"48.8769220002, 2.28463399976"
11220091,38180105,Résident,Paris Carte,3.25,50.0,2014-04-15 21:25:03,2014-04-23 21:00:00,13 AVENUE FRANCO RUSSE,7,MIX,7E,4.0,"48.8600200004, 2.29896199937"
16133385,34850403,Rotatif,Paris Carte,1.8,0.75,2014-12-29 10:46:46,2014-12-29 11:31:46,21 RUE FAIDHERBE,11,ROT,11K,4.0,"48.8520660001, 2.38336500058"
3040626,63770302,Résident,Paris Carte,3.25,50.0,2014-07-15 00:40:46,2014-07-21 21:00:00,32 RUE MIOLLIS,15,MIX,15K,2.4,"48.8457269996, 2.3032110004"
67643,73140401,Rotatif,Paris Carte,2.4,2.0,2014-09-09 13:37:00,2014-09-09 15:37:00,27 RUE PETIT,19,MIX,19H,2.4,"48.8849159996, 2.38222999945"
8062204,54330302,Résident,CB,3.25,50.0,2014-05-19 11:47:19,2014-05-26 11:47:19,12 RUE LE BRUN,13,MIX,13J,2.4,"48.8367629996, 2.35488499979"
10099457,80451206,Rotatif,CB,6.3,1.75,2014-12-06 10:18:47,2014-12-06 12:03:47,96 bis BOULEVARD RASPAIL,6,MIX,6F,4.0,"48.8457249999, 2.32830200016"
8164548,61500101,Résident,Paris Carte,0.65,10.0,2014-04-16 17:09:45,2014-04-17 17:09:45,5 RUE MARYSE HILSZ,20,MIX,20J,2.4,"48.8495180003, 2.41286400042"
17969689,23020102,Rotatif,CB,2.4,2.0,2014-11-27 14:27:53,2014-11-27 16:27:53,6 RUE DU CONVENTIONNEL CHIAPPE,13,MIX,13E,2.4,"48.8187819998, 2.3631690006"
19860505,38130101,Rotatif,Paris Carte,0.9,0.25,2014-11-27 12:29:18,2014-11-27 12:44:18,1 PLACE FRANCOIS 1ER,8,MIX,8E,4.0,"48.8664119996, 2.30804799934"
23742422,58440301,Rotatif,Paris Carte,0.3,0.25,2014-07-10 12:32:29,2014-07-10 12:47:29,5 RUE MANIN,19,MIX,19J,2.4,"48.8768301398, 2.37894133962"
6056768,18871108,Rotatif,CB,4.8,2.0,2014-02-06 14:16:01,2014-02-06 16:16:01,180 BOULEVARD DE CHARONNE,20,ROT,20G,2.4,"48.8574879996, 2.39289000029"
19939585,83650103,Rotatif,Paris Carte,0.9,0.75,2014-11-27 11:38:00,2014-11-27 12:23:00,11 RUE DES ROSES,18,MIX,18J,2.4,"48.8932009995, 2.36199299978"
14169667,54220403,Rotatif,Paris Carte,1.2,1.0,2014-07-02 14:49:43,2014-07-02 15:49:43,31 RUE LEBLANC,15,MIX,15N,2.4,"48.8394879996, 2.27463299993"
12616835,59970704,Rotatif,CB,7.2,2.0,2014-03-18 10:52:05,2014-03-18 12:52:05,60 AVENUE MARCEAU,8,MIX,8F,4.0,"48.8706200003, 2.29796500022"
6675841,46930602,Rotatif,CB,1.8,0.5,2014-05-14 14:27:06,2014-05-14 14:57:06,72 AVENUE D IENA,16,MIX,16G,2.4,"48.8703439998, 2.29579000056"
2378317,96230308,Rotatif,CB,1.8,0.75,2014-08-13 17:51:24,2014-08-13 18:36:24,69 terre-plein vis-à-vis BOULEVARD DE VAUGIRARD,15,ROT,15H,2.4,"48.8405960004, 2.31538800049"
7347376,52400602,Rotatif,CB,4.2,1.75,2014-04-26 13:43:06,2014-04-26 15:28:06,34 RUE LA FAYETTE,9,ROT,9G,4.0,"48.8743910003, 2.33846799991"
18774940,14230102,Rotatif,Paris Carte,0.6,0.5,2014-01-12 16:59:28,2014-01-12 17:29:28,8 bis RUE CAILLAUX,13,MIX,13M,2.4,"48.822789, 2.36136399999"
9730108,25650201,Rotatif,Paris Carte,1.8,1.5,2014-06-23 12:44:35,2014-06-23 14:14:35,15 RUE DARCET,17,MIX,17R,2.4,"48.8842030004, 2.3246620001"
621371,76140201,Résident,Paris Carte,3.25,50.0,2014-07-09 23:37:06,2014-12-09 20:00:00,3 RUE DU PONT LOUIS PHILIPPE,4,MIX,4E,4.0,"48.854805, 2.35527199966"
10336243,82530101,Rotatif,Paris Carte,2.4,2.0,2014-12-06 15:02:01,2014-12-06 17:02:01,5 RUE ROBERT DE FLERS,15,MIX,15M,2.4,"48.8503990002, 2.28522099938"
15881403,84360401,Rotatif,Paris Carte,0.9,0.75,2014-01-16 11:20:50,2014-01-16 12:05:50,63 RUE DU RUISSEAU,18,MIX,18P,2.4,"48.894089, 2.34042900046"
19981386,97831302,Rotatif,CB,7.2,2.0,2014-11-28 15:46:15,2014-11-28 17:46:15,120 RUE VIEILLE DU TEMPLE,3,MIX,3E,4.0,"48.8613919996, 2.36357100002"
7695094,66390107,Rotatif,CB,1.2,1.0,2014-04-18 19:08:40,2014-04-18 20:08:40,0 BOULEVARD MURAT,16,MIX,16W,2.4,"48.8456679998, 2.25790199952"
20849850,38880102,Rotatif,Paris Carte,1.5,1.25,2014-10-23 18:07:09,2014-10-23 19:22:00,10 RUE FURTADO HEINE,14,MIX,14K,2.4,"48.829915, 2.31907600038"
20087493,22360203,Rotatif,CB,0.6,0.25,2014-10-11 13:12:24,2014-10-11 13:27:24,15 RUE DU COMMANDANT RENE MOUCHOTTE,14,MIX,14N,2.4,"48.8384190004, 2.32004099943"
17339436,85131001,Rotatif,CB,1.5,1.25,2014-01-18 17:12:17,2014-01-18 18:27:17,117 RUE SAINT CHARLES,15,ROT,15P,2.4,"48.8445380002, 2.28386300064"
18194906,1240103,Rotatif,CB,0.9,0.25,2014-11-27 10:27:44,2014-11-27 10:42:44,16 vis-à-vis COURS ALBERT 1ER,8,MIX,8E,4.0,"48.8648330004, 2.30805899973"
12419376,43040102,Rotatif,CB,7.2,2.0,2014-08-03 16:17:42,2014-10-03 13:00:00,8 RUE GREFFULHE,8,MIX,8H,4.0,"48.8729039998, 2.32534999966"
14470109,77850602,Rotatif,Paris Carte,2.4,2.0,2014-11-12 12:00:36,2014-11-12 14:00:36,44 RUE DES PRAIRIES,20,MIX,20L,2.4,"48.8632959998, 2.40231600015"
17234369,36591301,Rotatif,CB,2.4,2.0,2014-12-23 11:42:33,2014-12-23 13:42:33,143 terre-plein AVENUE DE FLANDRE,19,ROT,19E,2.4,"48.8928879996, 2.37964000049"
4652865,45310202,Rotatif,Paris Carte,1.8,0.75,2014-04-29 13:13:30,2014-04-29 13:58:30,12 RUE HENNER,9,MIX,9E,4.0,"48.8803739998, 2.33312899982"
20272558,19900101,Rotatif,Paris Carte,1.5,1.25,2014-12-11 10:26:09,2014-12-11 11:41:09,5 RUE DU CHEVALERET,13,MIX,13P,2.4,"48.825438, 2.3779650004"
18369767,86450302,Rotatif,CB,4.8,2.0,2014-08-01 15:52:59,2014-08-01 17:52:59,46 terre-plein BOULEVARD SAINT JACQUES,14,MIX,14P,2.4,"48.8330069997, 2.33712800011"
21994440,18882602,Rotatif,Paris Carte,4.8,2.0,2014-10-15 09:33:50,2014-10-15 13:00:00,150 RUE DE CHARONNE,11,ROT,11L,4.0,"48.8554279999, 2.38945700003"
9622975,73750103,Résident,Paris Carte,0.65,10.0,2014-08-07 09:38:49,2014-08-07 21:00:00,11 RUE PHILIBERT LUCOT,13,MIX,13M,2.4,"48.822145, 2.36130900048"
3838803,79040301,Rotatif,Paris Carte,1.5,1.25,2014-05-26 16:59:01,2014-05-26 18:14:01,25 RUE DES PYRENEES,20,MIX,20H,2.4,"48.8492659998, 2.40640500062"
7895701,89330102,Rotatif,CB,7.2,2.0,2014-04-25 08:41:05,2014-04-25 13:00:00,14 RUE SERPENTE,6,ROT,6E,4.0,"48.8520520004, 2.34292399969"
21033285,68730103,Rotatif,CB,4.5,1.25,2014-01-14 14:09:37,2014-01-14 15:24:37,11 RUE DE L ODEON,6,MIX,6E,4.0,"48.8508689999, 2.33874100017"
6978642,99170102,Rotatif,Paris Carte,7.2,2.0,2014-04-23 14:45:14,2014-04-23 16:45:14,2 vis-à-vis PLACE DES VOSGES,4,MIX,34F,4.0,"48.8550479999, 2.36572199938"
16884005,53830501,Rotatif,CB,3.6,1.0,2014-03-01 13:34:00,2014-03-01 14:34:00,68 vis-à-vis BOULEVARD DE LA TOUR MAUBOURG,7,MIX,7J,4.0,"48.8565699997, 2.3100310006"
791134,97061603,Rotatif,Paris Carte,2.4,2.0,2014-03-09 11:47:46,2014-03-09 13:47:46,181 AVENUE DE VERSAILLES,16,MIX,16Z,2.4,"48.8400989996, 2.26408700008"
19341836,79540402,Rotatif,CB,7.2,2.0,2014-11-28 16:22:12,2014-11-28 18:22:12,22 RUE QUENTIN BAUCHART,8,MIX,8F,4.0,"48.8706369997, 2.30207199959"
9472286,82680301,Rotatif,Paris Carte,0.9,0.25,2014-06-30 12:38:45,2014-06-30 12:53:45,13 AVENUE ROBERT SCHUMAN,7,MIX,7G,4.0,"48.8616449999, 2.30720500029"
13298170,50000101,Rotatif,CB,2.1,1.75,2014-06-02 10:29:09,2014-06-02 12:45:00,15 RUE JONQUOY,14,MIX,14K,2.4,"48.8299400001, 2.31469000004"
